# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 2.000000e+00
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
0.265         	1.628150e-02	-3.268418e+01	3.270046e+01	6.538464e+01	-1.312261e+03	1.377645e+03	-1.344953e+03	-3.269232e+01	8.140751e-03	2.046464e-17	8.140751e-03	-8.140751e-03
0.27          	1.623900e-02	-3.268420e+01	3.270043e+01	6.538463e+01	-1.312262e+03	1.377647e+03	-1.344954e+03	-3.269232e+01	8.119501e-03	2.046464e-17	8.119501e-03	-8.119501e-03
0.275         	1.619517e-02	-3.268422e+01	3.270042e+01	6.538464e+01	-1.312264e+03	1.377648e+03	-1.344956e+03	-3.269232e+01	8.097586e-03	2.046464e-17	8.097586e-03	-8.097586e-03
0.28          	1.615062e-02	-3.268426e+01	3.270041e+01	6.538467e+01	-1.312265e+03	1.377650e+03	-1.344958e+03	-3.269233e+01	8.075309e-03	2.046465e-17	8.075309e-03	-8.075309e-03
0.285         	1.606543e-02	-3.268432e+01	3.270038e+01	6.538470e+01	-1.312269e+03	1.377653e+03	-1.344961e+03	-3.269235e+01	8.032717e-03	2.046466e-17	8.032717e-03	-8.032717e-03
0.29          	1.602684e-02	-3.268434e+01	3.270037e+01	6.538471e+01	-1.312270e+03	1.377655e+03	-1.344962e+03	-3.269235e+01	8.013418e-03	2.046466e-17	8.013418e-03	-8.013418e-03
0.295         	1.597817e-02	-3.268438e+01	3.270036e+01	6.538474e+01	-1.312272e+03	1.377657e+03	-1.344964e+03	-3.269237e+01	7.989086e-03	2.046467e-17	7.989086e-03	-7.989086e-03
0.3           	1.592637e-02	-3.268442e+01	3.270035e+01	6.538477e+01	-1.312274e+03	1.377659e+03	-1.344967e+03	-3.269239e+01	7.963184e-03	2.046468e-17	7.963184e-03	-7.963184e-03
0.305         	1.587239e-02	-3.268447e+01	3.270034e+01	6.538481e+01	-1.312277e+03	1.377661e+03	-1.344969e+03	-3.269241e+01	7.936196e-03	2.046469e-17	7.936196e-03	-7.936196e-03
0.31          	1.581247e-02	-3.268448e+01	3.270030e+01	6.538478e+01	-1.312278e+03	1.377663e+03	-1.344970e+03	-3.269239e+01	7.906237e-03	2.046468e-17	7.906237e-03	-7.906237e-03
0.315         	1.574740e-02	-3.268451e+01	3.270026e+01	6.538477e+01	-1.312280e+03	1.377664e+03	-1.344972e+03	-3.269238e+01	7.873701e-03	2.046468e-17	7.873701e-03	-7.873701e-03
0.32          	1.566807e-02	-3.268456e+01	3.270023e+01	6.538479e+01	-1.312282e+03	1.377667e+03	-1.344975e+03	-3.269239e+01	7.834035e-03	2.046469e-17	7.834035e-03	-7.834035e-03
0.325         	1.574527e-02	-3.268455e+01	3.270029e+01	6.538484e+01	-1.312281e+03	1.377666e+03	-1.344974e+03	-3.269242e+01	7.872637e-03	2.046470e-17	7.872637e-03	-7.872637e-03
0.33          	1.565702e-02	-3.268458e+01	3.270023e+01	6.538481e+01	-1.312283e+03	1.377668e+03	-1.344976e+03	-3.269241e+01	7.828512e-03	2.046469e-17	7.828512e-03	-7.828512e-03
0.335         	1.556946e-02	-3.268464e+01	3.270021e+01	6.538486e+01	-1.312287e+03	1.377672e+03	-1.344979e+03	-3.269243e+01	7.784729e-03	2.046470e-17	7.784729e-03	-7.784729e-03
0.34          	1.550417e-02	-3.268468e+01	3.270018e+01	6.538486e+01	-1.312289e+03	1.377674e+03	-1.344981e+03	-3.269243e+01	7.752086e-03	2.046470e-17	7.752086e-03	-7.752086e-03
0.345         	1.543824e-02	-3.268472e+01	3.270016e+01	6.538489e+01	-1.312291e+03	1.377676e+03	-1.344984e+03	-3.269244e+01	7.719121e-03	2.046471e-17	7.719121e-03	-7.719121e-03
0.35          	1.537085e-02	-3.268474e+01	3.270012e+01	6.538486e+01	-1.312293e+03	1.377678e+03	-1.344985e+03	-3.269243e+01	7.685423e-03	2.046470e-17	7.685423e-03	-7.685423e-03
0.355         	1.530404e-02	-3.268481e+01	3.270011e+01	6.538492e+01	-1.312296e+03	1.377681e+03	-1.344988e+03	-3.269246e+01	7.652022e-03	2.046472e-17	7.652022e-03	-7.652022e-03
0.36          	1.523765e-02	-3.268486e+01	3.270010e+01	6.538496e+01	-1.312299e+03	1.377684e+03	-1.344991e+03	-3.269248e+01	7.618823e-03	2.046473e-17	7.618823e-03	-7.618823e-03
0.365         	1.517145e-02	-3.268491e+01	3.270009e+01	6.538500e+01	-1.312302e+03	1.377687e+03	-1.344994e+03	-3.269250e+01	7.585725e-03	2.046474e-17	7.585725e-03	-7.585725e-03
0.37          	1.510710e-02	-3.268495e+01	3.270006e+01	6.538500e+01	-1.312304e+03	1.377689e+03	-1.344996e+03	-3.269250e+01	7.553552e-03	2.046474e-17	7.553552e-03	-7.553552e-03
0.375         	1.504108e-02	-3.268500e+01	3.270004e+01	6.538504e+01	-1.312306e+03	1.377691e+03	-1.344999e+03	-3.269252e+01	7.520538e-03	2.046475e-17	7.520538e-03	-7.520538e-03
0.38          	1.497657e-02	-3.268506e+01	3.270004e+01	6.538510e+01	-1.312309e+03	1.377695e+03	-1.345002e+03	-3.269255e+01	7.488285e-03	2.046477e-17	7.488285e-03	-7.488285e-03
0.385         	1.491458e-02	-3.268508e+01	3.270000e+01	6.538508e+01	-1.312311e+03	1.377696e+03	-1.345003e+03	-3.269254e+01	7.457289e-03	2.046477e-17	7.457289e-03	-7.457289e-03
0.39          	1.484839e-02	-3.268516e+01	3.270000e+01	6.538516e+01	-1.312314e+03	1.377700e+03	-1.345007e+03	-3.269258e+01	7.424195e-03	2.046479e-17	7.424195e-03	-7.424195e-03
0.395         	1.478007e-02	-3.268517e+01	3.269995e+01	6.538513e+01	-1.312316e+03	1.377701e+03	-1.345008e+03	-3.269256e+01	7.390033e-03	2.046478e-17	7.390033e-03	-7.390033e-03
0.4           	1.475453e-02	-3.268519e+01	3.269995e+01	6.538514e+01	-1.312317e+03	1.377702e+03	-1.345009e+03	-3.269257e+01	7.377265e-03	2.046478e-17	7.377265e-03	-7.377265e-03
0.405         	1.468770e-02	-3.268525e+01	3.269994e+01	6.538520e+01	-1.312320e+03	1.377705e+03	-1.345013e+03	-3.269260e+01	7.343852e-03	2.046480e-17	7.343852e-03	-7.343852e-03
0.41          	1.462663e-02	-3.268529e+01	3.269992e+01	6.538521e+01	-1.312322e+03	1.377707e+03	-1.345015e+03	-3.269260e+01	7.313313e-03	2.046480e-17	7.313313e-03	-7.313313e-03
0.415         	1.456609e-02	-3.268534e+01	3.269990e+01	6.538524e+01	-1.312325e+03	1.377710e+03	-1.345017e+03	-3.269262e+01	7.283043e-03	2.046481e-17	7.283043e-03	-7.283043e-03
0.42          	1.450720e-02	-3.268538e+01	3.269989e+01	6.538527e+01	-1.312327e+03	1.377712e+03	-1.345020e+03	-3.269264e+01	7.253602e-03	2.046482e-17	7.253602e-03	-7.253602e-03
0.425         	1.444936e-02	-3.268542e+01	3.269987e+01	6.538530e+01	-1.312329e+03	1.377715e+03	-1.345022e+03	-3.269265e+01	7.224680e-03	2.046483e-17	7.224680e-03	-7.224680e-03
0.43          	1.439237e-02	-3.268547e+01	3.269986e+01	6.538533e+01	-1.312331e+03	1.377717e+03	-1.345024e+03	-3.269266e+01	7.196187e-03	2.046483e-17	7.196187e-03	-7.196187e-03
0.435         	1.433782e-02	-3.268551e+01	3.269985e+01	6.538536e+01	-1.312334e+03	1.377719e+03	-1.345026e+03	-3.269268e+01	7.168910e-03	2.046484e-17	7.168910e-03	-7.168910e-03
0.44          	1.428148e-02	-3.268553e+01	3.269981e+01	6.538534e+01	-1.312335e+03	1.377720e+03	-1.345028e+03	-3.269267e+01	7.140740e-03	2.046484e-17	7.140740e-03	-7.140740e-03
0.445         	1.422569e-02	-3.268554e+01	3.269977e+01	6.538531e+01	-1.312336e+03	1.377722e+03	-1.345029e+03	-3.269266e+01	7.112845e-03	2.046483e-17	7.112845e-03	-7.112845e-03
0.45          	1.417291e-02	-3.268558e+01	3.269976e+01	6.538534e+01	-1.312338e+03	1.377724e+03	-1.345031e+03	-3.269267e+01	7.086456e-03	2.046483e-17	7.086456e-03	-7.086456e-03
0.455         	1.412091e-02	-3.268562e+01	3.269974e+01	6.538537e+01	-1.312340e+03	1.377726e+03	-1.345033e+03	-3.269268e+01	7.060457e-03	2.046484e-17	7.060457e-03	-7.060457e-03
0.46          	1.406960e-02	-3.268566e+01	3.269973e+01	6.538539e+01	-1.312342e+03	1.377728e+03	-1.345035e+03	-3.269269e+01	7.034798e-03	2.046485e-17	7.034798e-03	-7.034798e-03
0.465         	1.401945e-02	-3.268569e+01	3.269971e+01	6.538541e+01	-1.312344e+03	1.377730e+03	-1.345037e+03	-3.269270e+01	7.009724e-03	2.046485e-17	7.009724e-03	-7.009724e-03
0.47          	1.397036e-02	-3.268573e+01	3.269970e+01	6.538543e+01	-1.312346e+03	1.377732e+03	-1.345039e+03	-3.269271e+01	6.985182e-03	2.046486e-17	6.985182e-03	-6.985182e-03
0.475         	1.392223e-02	-3.268576e+01	3.269968e+01	6.538544e+01	-1.312348e+03	1.377733e+03	-1.345041e+03	-3.269272e+01	6.961116e-03	2.046486e-17	6.961116e-03	-6.961116e-03
0.48          	1.387527e-02	-3.268579e+01	3.269967e+01	6.538546e+01	-1.312350e+03	1.377735e+03	-1.345042e+03	-3.269273e+01	6.937635e-03	2.046487e-17	6.937635e-03	-6.937635e-03
0.485         	1.382782e-02	-3.268582e+01	3.269965e+01	6.538548e+01	-1.312351e+03	1.377737e+03	-1.345044e+03	-3.269274e+01	6.913908e-03	2.046487e-17	6.913908e-03	-6.913908e-03
0.49          	1.377955e-02	-3.268586e+01	3.269964e+01	6.538549e+01	-1.312353e+03	1.377739e+03	-1.345046e+03	-3.269275e+01	6.889776e-03	2.046488e-17	6.889776e-03	-6.889776e-03
0.495         	1.372812e-02	-3.268589e+01	3.269962e+01	6.538551e+01	-1.312355e+03	1.377741e+03	-1.345048e+03	-3.269275e+01	6.864061e-03	2.046488e-17	6.864061e-03	-6.864061e-03
0.5           	1.367063e-02	-3.268593e+01	3.269960e+01	6.538552e+01	-1.312357e+03	1.377743e+03	-1.345050e+03	-3.269276e+01	6.835315e-03	2.046488e-17	6.835315e-03	-6.835315e-03
0.505         	1.359612e-02	-3.268597e+01	3.269956e+01	6.538553e+01	-1.312359e+03	1.377745e+03	-1.345052e+03	-3.269277e+01	6.798059e-03	2.046489e-17	6.798059e-03	-6.798059e-03
0.51          	1.336934e-02	-3.268606e+01	3.269943e+01	6.538548e+01	-1.312365e+03	1.377750e+03	-1.345058e+03	-3.269274e+01	6.684668e-03	2.046486e-17	6.684668e-03	-6.684668e-03
0.515         	1.379902e-02	-3.268597e+01	3.269977e+01	6.538573e+01	-1.312358e+03	1.377743e+03	-1.345051e+03	-3.269287e+01	6.899509e-03	2.046495e-17	6.899509e-03	-6.899509e-03
0.52          	1.370310e-02	-3.268595e+01	3.269965e+01	6.538560e+01	-1.312358e+03	1.377743e+03	-1.345051e+03	-3.269280e+01	6.851552e-03	2.046491e-17	6.851552e-03	-6.851552e-03
0.525         	1.364666e-02	-3.268600e+01	3.269965e+01	6.538564e+01	-1.312360e+03	1.377746e+03	-1.345053e+03	-3.269282e+01	6.823332e-03	2.046492e-17	6.823332e-03	-6.823332e-03
0.53          	1.356186e-02	-3.268606e+01	3.269962e+01	6.538568e+01	-1.312364e+03	1.377749e+03	-1.345057e+03	-3.269284e+01	6.780930e-03	2.046493e-17	6.780930e-03	-6.780930e-03
0.535         	1.351453e-02	-3.268609e+01	3.269960e+01	6.538569e+01	-1.312365e+03	1.377751e+03	-1.345058e+03	-3.269285e+01	6.757263e-03	2.046494e-17	6.757263e-03	-6.757263e-03
0.54          	1.347101e-02	-3.268612e+01	3.269959e+01	6.538571e+01	-1.312367e+03	1.377753e+03	-1.345060e+03	-3.269286e+01	6.735504e-03	2.046494e-17	6.735504e-03	-6.735504e-03
0.545         	1.343134e-02	-3.268615e+01	3.269958e+01	6.538573e+01	-1.312368e+03	1.377754e+03	-1.345061e+03	-3.269286e+01	6.715671e-03	2.046495e-17	6.715671e-03	-6.715671e-03
0.55          	1.340605e-02	-3.268617e+01	3.269958e+01	6.538575e+01	-1.312370e+03	1.377755e+03	-1.345062e+03	-3.269287e+01	6.703027e-03	2.046495e-17	6.703027e-03	-6.703027e-03
0.555         	1.333843e-02	-3.268621e+01	3.269955e+01	6.538576e+01	-1.312372e+03	1.377758e+03	-1.345065e+03	-3.269288e+01	6.669215e-03	2.046495e-17	6.669215e-03	-6.669215e-03
0.56          	1.330238e-02	-3.268624e+01	3.269954e+01	6.538578e+01	-1.312373e+03	1.377759e+03	-1.345066e+03	-3.269289e+01	6.651189e-03	2.046496e-17	6.651189e-03	-6.651189e-03
0.565         	1.326278e-02	-3.268627e+01	3.269953e+01	6.538580e+01	-1.312375e+03	1.377761e+03	-1.345068e+03	-3.269290e+01	6.631388e-03	2.046496e-17	6.631388e-03	-6.631388e-03
0.57          	1.322533e-02	-3.268630e+01	3.269952e+01	6.538582e+01	-1.312376e+03	1.377762e+03	-1.345069e+03	-3.269291e+01	6.612667e-03	2.046497e-17	6.612667e-03	-6.612667e-03
0.575         	1.318387e-02	-3.268633e+01	3.269951e+01	6.538584e+01	-1.312378e+03	1.377764e+03	-1.345071e+03	-3.269292e+01	6.591934e-03	2.046498e-17	6.591934e-03	-6.591934e-03
0.58          	1.312933e-02	-3.268637e+01	3.269950e+01	6.538586e+01	-1.312380e+03	1.377766e+03	-1.345073e+03	-3.269293e+01	6.564664e-03	2.046498e-17	6.564664e-03	-6.564664e-03
0.585         	1.299894e-02	-3.268647e+01	3.269947e+01	6.538594e+01	-1.312386e+03	1.377772e+03	-1.345079e+03	-3.269297e+01	6.499468e-03	2.046501e-17	6.499468e-03	-6.499468e-03
0.59          	1.342342e-02	-3.268617e+01	3.269959e+01	6.538576e+01	-1.312369e+03	1.377755e+03	-1.345062e+03	-3.269288e+01	6.711709e-03	2.046495e-17	6.711709e-03	-6.711709e-03
0.595         	1.330453e-02	-3.268625e+01	3.269956e+01	6.538581e+01	-1.312374e+03	1.377759e+03	-1.345067e+03	-3.269291e+01	6.652267e-03	2.046497e-17	6.652267e-03	-6.652267e-03
0.6           	1.327822e-02	-3.268630e+01	3.269958e+01	6.538588e+01	-1.312376e+03	1.377762e+03	-1.345069e+03	-3.269294e+01	6.639111e-03	2.046499e-17	6.639111e-03	-6.639111e-03
0.605         	1.322470e-02	-3.268634e+01	3.269956e+01	6.538590e+01	-1.312378e+03	1.377764e+03	-1.345071e+03	-3.269295e+01	6.612349e-03	2.046499e-17	6.612349e-03	-6.612349e-03
0.61          	1.318441e-02	-3.268636e+01	3.269955e+01	6.538591e+01	-1.312379e+03	1.377765e+03	-1.345072e+03	-3.269296e+01	6.592204e-03	2.046500e-17	6.592204e-03	-6.592204e-03
0.615         	1.314911e-02	-3.268639e+01	3.269954e+01	6.538593e+01	-1.312381e+03	1.377767e+03	-1.345074e+03	-3.269296e+01	6.574557e-03	2.046500e-17	6.574557e-03	-6.574557e-03
0.62          	1.311088e-02	-3.268641e+01	3.269952e+01	6.538594e+01	-1.312382e+03	1.377768e+03	-1.345075e+03	-3.269297e+01	6.555440e-03	2.046500e-17	6.555440e-03	-6.555440e-03
